text,emotion
"i was supposed to fetch some friends at the bus stop, but i did not do it because my father was in a bad mood and i was afraid that he would grumble",guilt
walking in the dark by myself,fear
once i had an argument with my friends and i knew that i was right  my friends went on arguing with me even though they did not know the right thing,anger
i was raped once when i went through a dark alley at the back of our house the man pushed me in the bushes i fought back and succeeded to escape,fear
when i did not succeed in finding a job after having finished a nonacademic degree,guilt
when i thought the house was on fire at night,fear
i insulted my friend for a small reason and after time i realised that i was wrong and felt ashamed; everytime i meet her i feel ashamed,shame
when i passed an exam which i had failed last year,joy
i returned home late from a party last night and i felt afraid trying to anticipate the reaction of my father,fear
"i was spending the week-end with some friends  we were waiting for another friend and we went to the meet him at the bus stop, a  woman we met there told us that the coach had already left  i was afraid that i would not see my friend, but at last",joy
